ptc,force,position,actuator_id,timestamp,src_node_id
94,3878.0,3878.0,1,1716994691.0195825,42
94,3878.0,3878.0,1,1716994691.0196757,42
94,3878.0,3878.0,1,1716994691.0197518,42
94,3878.0,3878.0,1,1716994691.0198371,42
94,3878.0,3878.0,1,1716994691.019909,42
94,3878.0,3878.0,1,1716994691.019983,42
94,3878.0,3878.0,1,1716994691.0201488,42
94,3874.0,3832.0,0,1716994691.0202749,42
94,3878.0,3878.0,1,1716994691.0203507,42
94,3878.0,3878.0,1,1716994691.0204258,42
94,3878.0,3878.0,1,1716994691.0204995,42
94,3878.0,3878.0,1,1716994691.0205915,42
94,3878.0,3878.0,1,1716994691.0206635,42
94,3878.0,3878.0,1,1716994691.020735,42
94,3878.0,3878.0,1,1716994691.0208237,42
94,3874.0,3834.0,0,1716994691.0209503,42
94,3878.0,3878.0,1,1716994691.0210764,42
94,3878.0,3878.0,1,1716994691.0212307,42
94,3878.0,3878.0,1,1716994691.0213668,42
94,3878.0,3878.0,1,1716994691.0215213,42
94,3878.0,3878.0,1,1716994691.0216577,42
94,3878.0,3878.0,1,1716994691.0217907,42
94,3878.0,3878.0,1,1716994691.021924,42
94,3878.0,3878.0,1,1716994691.0220568,42
94,3878.0,3878.0,1,1716994691.0221896,42
94,3878.0,3878.0,1,1716994691.0223372,42
94,3878.0,3878.0,1,1716994691.0224752,42
94,3872.0,3832.0,0,1716994691.0225978,42
94,3878.0,3878.0,1,1716994691.0227325,42
94,3878.0,3878.0,1,1716994691.0228713,42
94,3878.0,3878.0,1,1716994691.0230331,42
94,3878.0,3878.0,1,1716994691.023159,42
94,3872.0,3832.0,0,1716994691.0232928,42
94,3878.0,3878.0,1,1716994691.023424,42
94,3878.0,3878.0,1,1716994691.0235586,42
94,3876.0,3876.0,1,1716994691.0236912,42
94,3872.0,3832.0,0,1716994691.0238233,42
94,3876.0,3876.0,1,1716994691.0239573,42
94,3876.0,3876.0,1,1716994691.0241213,42
94,3878.0,3878.0,1,1716994691.0242488,42
94,3872.0,3832.0,0,1716994691.024381,42
94,3878.0,3878.0,1,1716994691.0245159,42
94,3878.0,3878.0,1,1716994691.0246446,42
94,3878.0,3878.0,1,1716994691.0248203,42
94,3878.0,3878.0,1,1716994691.0249767,42
94,3874.0,3832.0,0,1716994691.0251179,42
94,3878.0,3878.0,1,1716994691.0252514,42
94,3878.0,3878.0,1,1716994691.0254006,42
94,3878.0,3878.0,1,1716994691.025534,42
94,3878.0,3878.0,1,1716994691.02561,42
94,3872.0,3832.0,0,1716994691.025699,42
94,3878.0,3878.0,1,1716994691.025825,42
94,3878.0,3878.0,1,1716994691.0259526,42
94,3878.0,3878.0,1,1716994691.0260773,42
94,3874.0,3832.0,0,1716994691.0262103,42
94,3878.0,3878.0,1,1716994691.0263464,42
94,3878.0,3878.0,1,1716994691.026504,42
94,3878.0,3878.0,1,1716994691.0266383,42
94,3874.0,3832.0,0,1716994691.0267794,42
94,3878.0,3878.0,1,1716994691.0269163,42
94,3874.0,3832.0,0,1716994691.0270526,42
94,3878.0,3878.0,1,1716994691.027184,42
94,3878.0,3878.0,1,1716994691.0273192,42
94,3878.0,3878.0,1,1716994691.0274525,42
94,3878.0,3878.0,1,1716994691.0275874,42
94,3878.0,3878.0,1,1716994691.0277245,42
94,3874.0,3834.0,0,1716994691.0278566,42
94,3878.0,3878.0,1,1716994691.0279884,42
94,3878.0,3878.0,1,1716994691.0281827,42
94,3874.0,3834.0,0,1716994691.0283206,42
94,3878.0,3878.0,1,1716994691.0284705,42
94,3878.0,3878.0,1,1716994691.0286014,42
94,3878.0,3878.0,1,1716994691.0287333,42
94,3878.0,3878.0,1,1716994691.0288663,42
94,3878.0,3878.0,1,1716994691.0289958,42
94,3878.0,3878.0,1,1716994691.0291238,42
94,3878.0,3878.0,1,1716994691.029251,42
94,3878.0,3878.0,1,1716994691.0293918,42
94,3874.0,3834.0,0,1716994691.0295186,42
94,3878.0,3878.0,1,1716994691.0296504,42
94,3874.0,3832.0,0,1716994691.0297816,42
94,3878.0,3878.0,1,1716994691.0299144,42
94,3878.0,3878.0,1,1716994691.0300417,42
94,3878.0,3878.0,1,1716994691.0302165,42
94,3878.0,3878.0,1,1716994691.0303416,42
94,3878.0,3878.0,1,1716994691.0304778,42
94,3878.0,3878.0,1,1716994691.030604,42
94,3878.0,3878.0,1,1716994691.0307536,42
94,3878.0,3878.0,1,1716994691.030885,42
94,3878.0,3878.0,1,1716994691.031014,42
94,3878.0,3878.0,1,1716994691.031144,42
94,3878.0,3878.0,1,1716994691.0312665,42
94,3878.0,3878.0,1,1716994691.0313976,42
94,3878.0,3878.0,1,1716994691.0315275,42
94,3878.0,3878.0,1,1716994691.0316525,42
94,3878.0,3878.0,1,1716994691.0317838,42
94,3872.0,3832.0,0,1716994691.031935,42
94,3878.0,3878.0,1,1716994691.0321026,42
94,3878.0,3878.0,1,1716994691.0322306,42
94,3878.0,3878.0,1,1716994691.0323699,42
94,3878.0,3878.0,1,1716994691.0325093,42
94,3872.0,3832.0,0,1716994691.0326564,42
94,3878.0,3878.0,1,1716994691.0327961,42
94,3878.0,3878.0,1,1716994691.0329547,42
94,3878.0,3878.0,1,1716994691.0330918,42
94,3872.0,3832.0,0,1716994691.0332358,42
94,3878.0,3878.0,1,1716994691.0333753,42
94,3878.0,3878.0,1,1716994691.0335054,42
94,3872.0,3832.0,0,1716994691.033594,42
94,3878.0,3878.0,1,1716994691.0337062,42
94,3878.0,3878.0,1,1716994691.0338004,42
94,3872.0,3832.0,0,1716994691.0339143,42
94,3878.0,3878.0,1,1716994691.0340006,42
94,3878.0,3878.0,1,1716994691.0340858,42
94,3878.0,3878.0,1,1716994691.034171,42
94,3874.0,3834.0,0,1716994691.0342612,42
94,3878.0,3878.0,1,1716994691.0343502,42
94,3878.0,3878.0,1,1716994691.0344367,42
94,3878.0,3878.0,1,1716994691.0345259,42
94,3878.0,3878.0,1,1716994691.034611,42
94,3872.0,3832.0,0,1716994691.0347173,42
94,3878.0,3878.0,1,1716994691.0348065,42
94,3878.0,3878.0,1,1716994691.0349,42
94,3878.0,3878.0,1,1716994691.035007,42
94,3878.0,3878.0,1,1716994691.0350938,42
94,3874.0,3832.0,0,1716994691.0351818,42
94,3878.0,3878.0,1,1716994691.035263,42
94,3878.0,3878.0,1,1716994691.035343,42
94,3878.0,3878.0,1,1716994691.0354218,42
94,3874.0,3834.0,0,1716994691.0355191,42
94,3878.0,3878.0,1,1716994691.0356345,42
94,3878.0,3878.0,1,1716994691.0357165,42
94,3878.0,3878.0,1,1716994691.0357964,42
94,3874.0,3834.0,0,1716994691.035878,42
94,3878.0,3878.0,1,1716994691.03596,42
94,3878.0,3878.0,1,1716994691.036069,42
94,3878.0,3878.0,1,1716994691.0361702,42
94,3878.0,3878.0,1,1716994691.0362551,42
94,3874.0,3832.0,0,1716994691.0363374,42
94,3878.0,3878.0,1,1716994691.0364313,42
94,3878.0,3878.0,1,1716994691.036523,42
94,3876.0,3876.0,1,1716994691.0366044,42
94,3876.0,3876.0,1,1716994691.0366886,42
94,3876.0,3876.0,1,1716994691.036773,42
94,3872.0,3832.0,0,1716994691.0368614,42
94,3876.0,3876.0,1,1716994691.036946,42
94,3878.0,3878.0,1,1716994691.0370302,42
94,3878.0,3878.0,1,1716994691.0371118,42
94,3878.0,3878.0,1,1716994691.0371938,42
94,3878.0,3878.0,1,1716994691.0372891,42
94,3878.0,3878.0,1,1716994691.0373762,42
94,3878.0,3878.0,1,1716994691.037461,42
94,3878.0,3878.0,1,1716994691.0375443,42
94,3878.0,3878.0,1,1716994691.0376275,42
94,3878.0,3878.0,1,1716994691.0377128,42
94,3878.0,3878.0,1,1716994691.0377994,42
94,3878.0,3878.0,1,1716994691.037884,42
94,3878.0,3878.0,1,1716994691.0379684,42
94,3878.0,3878.0,1,1716994691.0380495,42
94,3872.0,3832.0,0,1716994691.0381327,42
94,3878.0,3878.0,1,1716994691.0382638,42
94,3878.0,3878.0,1,1716994691.038398,42
94,3878.0,3878.0,1,1716994691.03847,42
94,3878.0,3878.0,1,1716994691.0385346,42
94,3872.0,3832.0,0,1716994691.0385973,42
94,3878.0,3878.0,1,1716994691.0386598,42
94,3878.0,3878.0,1,1716994691.0387232,42
94,3878.0,3878.0,1,1716994691.038788,42
94,3872.0,3832.0,0,1716994691.0388522,42
94,3878.0,3878.0,1,1716994691.0389154,42
94,3878.0,3878.0,1,1716994691.0389752,42
94,3878.0,3878.0,1,1716994691.0390325,42
94,3878.0,3878.0,1,1716994691.0391128,42
94,3878.0,3878.0,1,1716994691.0391762,42
94,3878.0,3878.0,1,1716994691.0393708,42
94,3878.0,3878.0,1,1716994691.0394335,42
94,3878.0,3878.0,1,1716994691.0395045,42
94,3878.0,3878.0,1,1716994691.039568,42
94,3874.0,3832.0,0,1716994691.0396326,42
94,3878.0,3878.0,1,1716994691.0396972,42
94,3878.0,3878.0,1,1716994691.0397618,42
94,3880.0,3880.0,1,1716994691.039825,42
94,3880.0,3880.0,1,1716994691.0398865,42
94,3880.0,3880.0,1,1716994691.0399463,42
94,3880.0,3880.0,1,1716994691.0400581,42
94,3878.0,3878.0,1,1716994691.0401266,42
94,3878.0,3878.0,1,1716994691.0401936,42
94,3878.0,3878.0,1,1716994691.040258,42
94,3878.0,3878.0,1,1716994691.040321,42
94,3874.0,3832.0,0,1716994691.040391,42
94,3878.0,3878.0,1,1716994691.0404534,42
94,3874.0,3832.0,0,1716994691.0405135,42
94,3878.0,3878.0,1,1716994691.0405746,42
94,3878.0,3878.0,1,1716994691.0406358,42
94,3878.0,3878.0,1,1716994691.040698,42
94,3878.0,3878.0,1,1716994691.0407577,42
94,3878.0,3878.0,1,1716994691.0408187,42
94,3878.0,3878.0,1,1716994691.0408797,42
94,3872.0,3832.0,0,1716994691.0409422,42
94,3878.0,3878.0,1,1716994691.0410013,42
94,3878.0,3878.0,1,1716994691.041061,42
94,3878.0,3878.0,1,1716994691.041127,42
94,3878.0,3878.0,1,1716994691.0412016,42
94,3878.0,3878.0,1,1716994691.04126,42
94,3878.0,3878.0,1,1716994691.0413206,42
94,3878.0,3878.0,1,1716994691.0413802,42
94,3872.0,3832.0,0,1716994691.0414424,42
94,3878.0,3878.0,1,1716994691.041504,42
94,3878.0,3878.0,1,1716994691.041567,42
94,3878.0,3878.0,1,1716994691.0416298,42
94,3872.0,3832.0,0,1716994691.0416915,42
94,3878.0,3878.0,1,1716994691.041753,42
94,3878.0,3878.0,1,1716994691.0418158,42
94,3878.0,3878.0,1,1716994691.041877,42
94,3878.0,3878.0,1,1716994691.0419493,42
94,3878.0,3878.0,1,1716994691.0420191,42
94,3872.0,3832.0,0,1716994691.0420825,42
94,3878.0,3878.0,1,1716994691.0421443,42
94,3878.0,3878.0,1,1716994691.0422072,42
94,3878.0,3878.0,1,1716994691.0422678,42
94,3878.0,3878.0,1,1716994691.0423315,42
94,3872.0,3832.0,0,1716994691.0423946,42
94,3878.0,3878.0,1,1716994691.0424595,42
94,3878.0,3878.0,1,1716994691.0425217,42
