ptc,force,position,actuator_id,timestamp,src_node_id
94,3880.0,3880.0,1,1716992285.2073643,42
94,3882.0,3882.0,1,1716992285.2074819,42
94,3882.0,3882.0,1,1716992285.207556,42
94,3882.0,3882.0,1,1716992285.207628,42
94,3882.0,3882.0,1,1716992285.2077408,42
94,3880.0,3880.0,1,1716992285.2078383,42
94,3880.0,3880.0,1,1716992285.2079313,42
94,3880.0,3880.0,1,1716992285.2084484,42
94,3880.0,3880.0,1,1716992285.2085264,42
93,3850.0,3808.0,0,1716992285.2086012,42
94,3880.0,3880.0,1,1716992285.2086725,42
94,3880.0,3880.0,1,1716992285.208743,42
94,3880.0,3880.0,1,1716992285.2088134,42
94,3880.0,3880.0,1,1716992285.2088835,42
94,3880.0,3880.0,1,1716992285.2089527,42
94,3880.0,3880.0,1,1716992285.2090228,42
94,3880.0,3880.0,1,1716992285.2090921,42
94,3880.0,3880.0,1,1716992285.209163,42
94,3880.0,3880.0,1,1716992285.2092328,42
93,3848.0,3808.0,0,1716992285.2093031,42
94,3880.0,3880.0,1,1716992285.209402,42
93,3848.0,3808.0,0,1716992285.2095191,42
94,3880.0,3880.0,1,1716992285.209644,42
94,3880.0,3880.0,1,1716992285.2097666,42
94,3880.0,3880.0,1,1716992285.2099085,42
94,3880.0,3880.0,1,1716992285.2100325,42
94,3880.0,3880.0,1,1716992285.2101686,42
94,3880.0,3880.0,1,1716992285.2103086,42
94,3880.0,3880.0,1,1716992285.210433,42
93,3848.0,3806.0,0,1716992285.2105672,42
94,3880.0,3880.0,1,1716992285.2107027,42
94,3880.0,3880.0,1,1716992285.2108347,42
94,3880.0,3880.0,1,1716992285.2109694,42
94,3878.0,3878.0,1,1716992285.2111142,42
93,3848.0,3808.0,0,1716992285.2112393,42
94,3878.0,3878.0,1,1716992285.2113729,42
94,3878.0,3878.0,1,1716992285.2114947,42
94,3878.0,3878.0,1,1716992285.2116191,42
94,3880.0,3880.0,1,1716992285.2117426,42
94,3880.0,3880.0,1,1716992285.2118838,42
93,3848.0,3806.0,0,1716992285.212064,42
94,3880.0,3880.0,1,1716992285.2121966,42
94,3880.0,3880.0,1,1716992285.2123234,42
94,3880.0,3880.0,1,1716992285.2124517,42
94,3880.0,3880.0,1,1716992285.2125604,42
93,3848.0,3806.0,0,1716992285.2126322,42
94,3880.0,3880.0,1,1716992285.2127254,42
94,3880.0,3880.0,1,1716992285.2128115,42
93,3848.0,3806.0,0,1716992285.2129233,42
94,3880.0,3880.0,1,1716992285.2129974,42
94,3880.0,3880.0,1,1716992285.2130823,42
94,3880.0,3880.0,1,1716992285.2131538,42
94,3880.0,3880.0,1,1716992285.2132456,42
94,3880.0,3880.0,1,1716992285.2134907,42
94,3880.0,3880.0,1,1716992285.2136233,42
94,3880.0,3880.0,1,1716992285.2137234,42
94,3880.0,3880.0,1,1716992285.213844,42
94,3880.0,3880.0,1,1716992285.213969,42
94,3880.0,3880.0,1,1716992285.214098,42
94,3880.0,3880.0,1,1716992285.2142928,42
94,3880.0,3880.0,1,1716992285.2144294,42
94,3880.0,3880.0,1,1716992285.214505,42
94,3880.0,3880.0,1,1716992285.2145758,42
93,3848.0,3808.0,0,1716992285.2146485,42
94,3880.0,3880.0,1,1716992285.2147195,42
93,3848.0,3808.0,0,1716992285.214793,42
94,3880.0,3880.0,1,1716992285.214863,42
94,3880.0,3880.0,1,1716992285.2149525,42
94,3880.0,3880.0,1,1716992285.2150235,42
94,3880.0,3880.0,1,1716992285.215095,42
94,3880.0,3880.0,1,1716992285.2151659,42
93,3848.0,3808.0,0,1716992285.215249,42
94,3880.0,3880.0,1,1716992285.215365,42
94,3880.0,3880.0,1,1716992285.2154536,42
94,3880.0,3880.0,1,1716992285.2155442,42
94,3880.0,3880.0,1,1716992285.2156148,42
94,3880.0,3880.0,1,1716992285.2156858,42
94,3880.0,3880.0,1,1716992285.2157857,42
94,3880.0,3880.0,1,1716992285.21587,42
94,3882.0,3882.0,1,1716992285.215946,42
94,3882.0,3882.0,1,1716992285.2161088,42
94,3882.0,3882.0,1,1716992285.2162507,42
94,3882.0,3882.0,1,1716992285.2163894,42
93,3848.0,3808.0,0,1716992285.2165241,42
94,3880.0,3880.0,1,1716992285.2166665,42
94,3880.0,3880.0,1,1716992285.2168226,42
94,3880.0,3880.0,1,1716992285.2169843,42
94,3880.0,3880.0,1,1716992285.2171204,42
94,3880.0,3880.0,1,1716992285.2172625,42
94,3880.0,3880.0,1,1716992285.2174056,42
94,3880.0,3880.0,1,1716992285.2175534,42
94,3880.0,3880.0,1,1716992285.2176907,42
94,3880.0,3880.0,1,1716992285.217825,42
93,3848.0,3808.0,0,1716992285.2179322,42
94,3880.0,3880.0,1,1716992285.218041,42
94,3880.0,3880.0,1,1716992285.2181685,42
94,3880.0,3880.0,1,1716992285.2185261,42
93,3848.0,3808.0,0,1716992285.2186594,42
94,3880.0,3880.0,1,1716992285.2187865,42
94,3880.0,3880.0,1,1716992285.2189465,42
94,3880.0,3880.0,1,1716992285.2190714,42
94,3880.0,3880.0,1,1716992285.2191439,42
94,3880.0,3880.0,1,1716992285.219214,42
94,3880.0,3880.0,1,1716992285.21929,42
94,3880.0,3880.0,1,1716992285.21936,42
93,3848.0,3808.0,0,1716992285.219431,42
94,3880.0,3880.0,1,1716992285.2195,42
93,3848.0,3808.0,0,1716992285.219569,42
94,3880.0,3880.0,1,1716992285.2196374,42
94,3880.0,3880.0,1,1716992285.2197297,42
94,3880.0,3880.0,1,1716992285.219804,42
94,3880.0,3880.0,1,1716992285.2198753,42
93,3850.0,3808.0,0,1716992285.2199557,42
94,3880.0,3880.0,1,1716992285.2200725,42
94,3880.0,3880.0,1,1716992285.2201884,42
94,3880.0,3880.0,1,1716992285.2202594,42
93,3850.0,3808.0,0,1716992285.2203295,42
94,3880.0,3880.0,1,1716992285.2203999,42
94,3880.0,3880.0,1,1716992285.2204707,42
94,3880.0,3880.0,1,1716992285.220541,42
94,3880.0,3880.0,1,1716992285.220611,42
94,3880.0,3880.0,1,1716992285.220681,42
93,3850.0,3808.0,0,1716992285.2207503,42
94,3880.0,3880.0,1,1716992285.2208195,42
94,3880.0,3880.0,1,1716992285.220889,42
94,3880.0,3880.0,1,1716992285.220961,42
93,3850.0,3808.0,0,1716992285.2210546,42
94,3880.0,3880.0,1,1716992285.221124,42
94,3880.0,3880.0,1,1716992285.2211938,42
94,3880.0,3880.0,1,1716992285.2212632,42
94,3880.0,3880.0,1,1716992285.2213316,42
93,3848.0,3808.0,0,1716992285.2214005,42
94,3880.0,3880.0,1,1716992285.2214699,42
94,3880.0,3880.0,1,1716992285.221541,42
94,3880.0,3880.0,1,1716992285.22161,42
93,3848.0,3808.0,0,1716992285.2216792,42
94,3880.0,3880.0,1,1716992285.2218153,42
94,3880.0,3880.0,1,1716992285.2218874,42
94,3880.0,3880.0,1,1716992285.2219577,42
94,3880.0,3880.0,1,1716992285.2220378,42
93,3848.0,3808.0,0,1716992285.2221074,42
94,3880.0,3880.0,1,1716992285.2221963,42
93,3848.0,3808.0,0,1716992285.2222667,42
94,3880.0,3880.0,1,1716992285.2223377,42
94,3880.0,3880.0,1,1716992285.2224078,42
94,3880.0,3880.0,1,1716992285.2224782,42
93,3848.0,3808.0,0,1716992285.2225482,42
94,3880.0,3880.0,1,1716992285.2226183,42
94,3880.0,3880.0,1,1716992285.2226894,42
94,3880.0,3880.0,1,1716992285.222761,42
94,3880.0,3880.0,1,1716992285.2228308,42
94,3880.0,3880.0,1,1716992285.2229104,42
94,3880.0,3880.0,1,1716992285.2229886,42
94,3880.0,3880.0,1,1716992285.2230585,42
94,3880.0,3880.0,1,1716992285.223128,42
94,3880.0,3880.0,1,1716992285.2231987,42
93,3848.0,3808.0,0,1716992285.2232702,42
94,3878.0,3878.0,1,1716992285.2233407,42
94,3878.0,3878.0,1,1716992285.2234106,42
94,3878.0,3878.0,1,1716992285.2234802,42
94,3878.0,3878.0,1,1716992285.2235508,42
94,3880.0,3880.0,1,1716992285.2236211,42
94,3880.0,3880.0,1,1716992285.2236912,42
94,3880.0,3880.0,1,1716992285.2237604,42
94,3880.0,3880.0,1,1716992285.2238302,42
94,3880.0,3880.0,1,1716992285.2239084,42
94,3880.0,3880.0,1,1716992285.2239788,42
94,3880.0,3880.0,1,1716992285.2242124,42
94,3880.0,3880.0,1,1716992285.2243595,42
93,3848.0,3808.0,0,1716992285.2244544,42
94,3880.0,3880.0,1,1716992285.2245274,42
94,3880.0,3880.0,1,1716992285.2245986,42
93,3850.0,3808.0,0,1716992285.2246685,42
94,3880.0,3880.0,1,1716992285.2247393,42
94,3880.0,3880.0,1,1716992285.22481,42
94,3880.0,3880.0,1,1716992285.22488,42
94,3880.0,3880.0,1,1716992285.2249496,42
93,3850.0,3808.0,0,1716992285.225019,42
94,3878.0,3878.0,1,1716992285.225106,42
94,3878.0,3878.0,1,1716992285.2251842,42
94,3878.0,3878.0,1,1716992285.2252555,42
94,3878.0,3878.0,1,1716992285.225325,42
94,3880.0,3880.0,1,1716992285.2253945,42
94,3880.0,3880.0,1,1716992285.225465,42
94,3880.0,3880.0,1,1716992285.2255344,42
94,3880.0,3880.0,1,1716992285.2256038,42
94,3880.0,3880.0,1,1716992285.2256725,42
94,3880.0,3880.0,1,1716992285.2257419,42
94,3880.0,3880.0,1,1716992285.2258103,42
94,3880.0,3880.0,1,1716992285.2258782,42
93,3848.0,3806.0,0,1716992285.225948,42
94,3880.0,3880.0,1,1716992285.2260175,42
94,3880.0,3880.0,1,1716992285.2261095,42
94,3880.0,3880.0,1,1716992285.226181,42
94,3880.0,3880.0,1,1716992285.226282,42
94,3880.0,3880.0,1,1716992285.226353,42
94,3880.0,3880.0,1,1716992285.2264261,42
94,3880.0,3880.0,1,1716992285.2264977,42
94,3880.0,3880.0,1,1716992285.2265685,42
94,3880.0,3880.0,1,1716992285.226639,42
93,3848.0,3808.0,0,1716992285.22671,42
94,3880.0,3880.0,1,1716992285.2267814,42
93,3848.0,3808.0,0,1716992285.2268524,42
94,3880.0,3880.0,1,1716992285.226923,42
94,3880.0,3880.0,1,1716992285.2269983,42
94,3880.0,3880.0,1,1716992285.227086,42
94,3880.0,3880.0,1,1716992285.2271583,42
94,3880.0,3880.0,1,1716992285.2272298,42
93,3848.0,3808.0,0,1716992285.2273002,42
94,3880.0,3880.0,1,1716992285.2273705,42
94,3880.0,3880.0,1,1716992285.2274425,42
94,3880.0,3880.0,1,1716992285.2275116,42
94,3880.0,3880.0,1,1716992285.2275822,42
94,3880.0,3880.0,1,1716992285.227652,42
94,3880.0,3880.0,1,1716992285.2277408,42
94,3880.0,3880.0,1,1716992285.2278101,42
93,3848.0,3806.0,0,1716992285.2278795,42
94,3880.0,3880.0,1,1716992285.227949,42
94,3880.0,3880.0,1,1716992285.228062,42
94,3880.0,3880.0,1,1716992285.228133,42
94,3880.0,3880.0,1,1716992285.2282016,42
94,3880.0,3880.0,1,1716992285.2282856,42
94,3880.0,3880.0,1,1716992285.2283576,42
94,3880.0,3880.0,1,1716992285.2284393,42
94,3880.0,3880.0,1,1716992285.2284873,42
94,3880.0,3880.0,1,1716992285.228534,42
94,3880.0,3880.0,1,1716992285.2285812,42
94,3880.0,3880.0,1,1716992285.2286468,42
94,3880.0,3880.0,1,1716992285.2286954,42
94,3880.0,3880.0,1,1716992285.2287428,42
94,3880.0,3880.0,1,1716992285.2287898,42
94,3880.0,3880.0,1,1716992285.228837,42
93,3848.0,3808.0,0,1716992285.2288926,42
94,3880.0,3880.0,1,1716992285.2289417,42
94,3880.0,3880.0,1,1716992285.2289898,42
94,3880.0,3880.0,1,1716992285.2290368,42
94,3880.0,3880.0,1,1716992285.2290845,42
94,3880.0,3880.0,1,1716992285.2291377,42
93,3850.0,3808.0,0,1716992285.229186,42
94,3880.0,3880.0,1,1716992285.2292347,42
94,3880.0,3880.0,1,1716992285.2292826,42
94,3880.0,3880.0,1,1716992285.2293293,42
94,3880.0,3880.0,1,1716992285.229384,42
94,3880.0,3880.0,1,1716992285.229433,42
94,3880.0,3880.0,1,1716992285.2294886,42
94,3880.0,3880.0,1,1716992285.2295616,42
94,3880.0,3880.0,1,1716992285.2296102,42
94,3880.0,3880.0,1,1716992285.2296593,42
94,3880.0,3880.0,1,1716992285.229708,42
94,3880.0,3880.0,1,1716992285.229783,42
94,3880.0,3880.0,1,1716992285.2298412,42
94,3880.0,3880.0,1,1716992285.2299035,42
94,3880.0,3880.0,1,1716992285.2299538,42
94,3880.0,3880.0,1,1716992285.2300034,42
94,3880.0,3880.0,1,1716992285.2300537,42
93,3848.0,3808.0,0,1716992285.230103,42
94,3880.0,3880.0,1,1716992285.2301512,42
93,3848.0,3808.0,0,1716992285.2302098,42
94,3880.0,3880.0,1,1716992285.2302861,42
94,3880.0,3880.0,1,1716992285.2303355,42
94,3880.0,3880.0,1,1716992285.2303896,42
93,3848.0,3808.0,0,1716992285.2304387,42
94,3880.0,3880.0,1,1716992285.2304878,42
94,3880.0,3880.0,1,1716992285.230536,42
94,3880.0,3880.0,1,1716992285.2305934,42
94,3880.0,3880.0,1,1716992285.2306447,42
94,3880.0,3880.0,1,1716992285.2306957,42
94,3880.0,3880.0,1,1716992285.2307477,42
94,3880.0,3880.0,1,1716992285.230801,42
94,3880.0,3880.0,1,1716992285.2308629,42
93,3848.0,3808.0,0,1716992285.2309794,42
94,3880.0,3880.0,1,1716992285.2310665,42
94,3880.0,3880.0,1,1716992285.2311249,42
94,3880.0,3880.0,1,1716992285.2312186,42
94,3880.0,3880.0,1,1716992285.2312872,42
94,3880.0,3880.0,1,1716992285.2313416,42
94,3880.0,3880.0,1,1716992285.231393,42
94,3880.0,3880.0,1,1716992285.2314434,42
94,3880.0,3880.0,1,1716992285.2314928,42
94,3880.0,3880.0,1,1716992285.231555,42
93,3850.0,3808.0,0,1716992285.231608,42
94,3880.0,3880.0,1,1716992285.2316601,42
94,3880.0,3880.0,1,1716992285.2317479,42
