ptc,force,position,actuator_id,timestamp,src_node_id
95,3900.0,3860.0,0,1716994563.9817817,42
94,3874.0,3874.0,1,1716994563.981808,42
94,3874.0,3874.0,1,1716994563.9818275,42
94,3874.0,3874.0,1,1716994563.9818463,42
0,14.0,14.0,3,1716994563.9818652,42
94,3874.0,3874.0,1,1716994563.981892,42
94,3874.0,3874.0,1,1716994563.9819105,42
94,3874.0,3874.0,1,1716994563.9819295,42
94,3874.0,3874.0,1,1716994563.9819477,42
0,14.0,14.0,3,1716994563.9819667,42
94,3874.0,3874.0,1,1716994563.981986,42
94,3874.0,3874.0,1,1716994563.9820042,42
94,3874.0,3874.0,1,1716994563.982022,42
94,3874.0,3874.0,1,1716994563.9820406,42
94,3874.0,3874.0,1,1716994563.9820623,42
0,14.0,14.0,3,1716994563.9820817,42
94,3874.0,3874.0,1,1716994563.9821014,42
95,3900.0,3860.0,0,1716994563.982124,42
94,3874.0,3874.0,1,1716994563.9821463,42
94,3874.0,3874.0,1,1716994563.9821665,42
94,3874.0,3874.0,1,1716994563.9821844,42
94,3874.0,3874.0,1,1716994563.9822023,42
0,13.0,13.0,3,1716994563.9822206,42
95,3902.0,3860.0,0,1716994563.9822383,42
94,3874.0,3874.0,1,1716994563.9822564,42
94,3874.0,3874.0,1,1716994563.982275,42
94,3874.0,3874.0,1,1716994563.982293,42
95,3900.0,3860.0,0,1716994563.9823108,42
94,3874.0,3874.0,1,1716994563.9823284,42
94,3874.0,3874.0,1,1716994563.9823482,42
0,14.0,14.0,3,1716994563.9823809,42
94,3874.0,3874.0,1,1716994563.9824,42
94,3874.0,3874.0,1,1716994563.9824228,42
94,3874.0,3874.0,1,1716994563.9824421,42
94,3874.0,3874.0,1,1716994563.9824603,42
0,15.0,15.0,3,1716994563.9824793,42
95,3900.0,3858.0,0,1716994563.9824986,42
94,3874.0,3874.0,1,1716994563.9825175,42
94,3874.0,3874.0,1,1716994563.9825385,42
94,3874.0,3874.0,1,1716994563.9825568,42
94,3874.0,3874.0,1,1716994563.9825761,42
95,3900.0,3860.0,0,1716994563.982597,42
0,15.0,15.0,3,1716994563.9826171,42
95,3900.0,3860.0,0,1716994563.9826357,42
94,3874.0,3874.0,1,1716994563.982655,42
94,3874.0,3874.0,1,1716994563.982679,42
94,3874.0,3874.0,1,1716994563.982701,42
94,3874.0,3874.0,1,1716994563.9827206,42
95,3900.0,3860.0,0,1716994563.9827428,42
94,3874.0,3874.0,1,1716994563.9827669,42
94,3874.0,3874.0,1,1716994563.9827895,42
94,3874.0,3874.0,1,1716994563.9828308,42
94,3874.0,3874.0,1,1716994563.9828584,42
94,3874.0,3874.0,1,1716994563.9828842,42
0,15.0,15.0,3,1716994563.9829977,42
94,3874.0,3874.0,1,1716994563.9830196,42
95,3900.0,3860.0,0,1716994563.98304,42
94,3874.0,3874.0,1,1716994563.9830713,42
94,3874.0,3874.0,1,1716994563.9830937,42
94,3874.0,3874.0,1,1716994563.9831142,42
0,15.0,15.0,3,1716994563.9831355,42
94,3874.0,3874.0,1,1716994563.983159,42
94,3874.0,3874.0,1,1716994563.98318,42
94,3874.0,3874.0,1,1716994563.9831986,42
94,3874.0,3874.0,1,1716994563.9832318,42
94,3874.0,3874.0,1,1716994563.9832795,42
0,15.0,15.0,3,1716994563.9833019,42
94,3874.0,3874.0,1,1716994563.9833229,42
94,3874.0,3874.0,1,1716994563.9833422,42
94,3874.0,3874.0,1,1716994563.9833612,42
94,3874.0,3874.0,1,1716994563.983381,42
0,14.0,14.0,3,1716994563.9834144,42
94,3874.0,3874.0,1,1716994563.9834466,42
94,3874.0,3874.0,1,1716994563.9834769,42
94,3872.0,3872.0,1,1716994563.9835086,42
94,3872.0,3872.0,1,1716994563.983539,42
95,3900.0,3860.0,0,1716994563.9835713,42
94,3872.0,3872.0,1,1716994563.9836068,42
94,3874.0,3874.0,1,1716994563.983638,42
94,3874.0,3874.0,1,1716994563.9836664,42
94,3874.0,3874.0,1,1716994563.9836986,42
94,3874.0,3874.0,1,1716994563.9837327,42
0,14.0,14.0,3,1716994563.983765,42
94,3874.0,3874.0,1,1716994563.9837985,42
94,3874.0,3874.0,1,1716994563.983832,42
94,3874.0,3874.0,1,1716994563.9838712,42
94,3874.0,3874.0,1,1716994563.9839025,42
94,3874.0,3874.0,1,1716994563.9839368,42
0,15.0,15.0,3,1716994563.9839594,42
94,3874.0,3874.0,1,1716994563.9839802,42
94,3874.0,3874.0,1,1716994563.9840257,42
94,3874.0,3874.0,1,1716994563.9840455,42
95,3900.0,3860.0,0,1716994563.9840643,42
94,3874.0,3874.0,1,1716994563.9840999,42
95,3900.0,3860.0,0,1716994563.9841337,42
94,3874.0,3874.0,1,1716994563.984152,42
0,14.0,14.0,3,1716994563.9841716,42
94,3874.0,3874.0,1,1716994563.9841917,42
94,3874.0,3874.0,1,1716994563.984215,42
94,3874.0,3874.0,1,1716994563.9842343,42
95,3900.0,3860.0,0,1716994563.9842572,42
94,3874.0,3874.0,1,1716994563.9842925,42
0,15.0,15.0,3,1716994563.9843273,42
95,3900.0,3860.0,0,1716994563.9843612,42
94,3874.0,3874.0,1,1716994563.984393,42
95,3900.0,3860.0,0,1716994563.984425,42
94,3874.0,3874.0,1,1716994563.9844582,42
94,3874.0,3874.0,1,1716994563.984492,42
95,3900.0,3860.0,0,1716994563.9845216,42
94,3874.0,3874.0,1,1716994563.9845543,42
95,3900.0,3860.0,0,1716994563.9845877,42
94,3874.0,3874.0,1,1716994563.9846275,42
94,3874.0,3874.0,1,1716994563.9846618,42
94,3874.0,3874.0,1,1716994563.9846961,42
94,3874.0,3874.0,1,1716994563.98473,42
94,3874.0,3874.0,1,1716994563.984763,42
0,14.0,14.0,3,1716994563.9847958,42
95,3900.0,3860.0,0,1716994563.984831,42
94,3874.0,3874.0,1,1716994563.9848647,42
94,3874.0,3874.0,1,1716994563.984899,42
94,3874.0,3874.0,1,1716994563.984933,42
94,3874.0,3874.0,1,1716994563.9849823,42
94,3874.0,3874.0,1,1716994563.985018,42
0,15.0,15.0,3,1716994563.9850512,42
95,3900.0,3860.0,0,1716994563.9850895,42
94,3874.0,3874.0,1,1716994563.9851286,42
94,3874.0,3874.0,1,1716994563.9851654,42
95,3900.0,3860.0,0,1716994563.985201,42
94,3874.0,3874.0,1,1716994563.985235,42
94,3874.0,3874.0,1,1716994563.9852695,42
94,3874.0,3874.0,1,1716994563.9852993,42
0,14.0,14.0,3,1716994563.985332,42
95,3900.0,3860.0,0,1716994563.985364,42
94,3874.0,3874.0,1,1716994563.9853947,42
94,3874.0,3874.0,1,1716994563.9854274,42
94,3874.0,3874.0,1,1716994563.985459,42
94,3874.0,3874.0,1,1716994563.985492,42
94,3874.0,3874.0,1,1716994563.9855223,42
0,15.0,15.0,3,1716994563.985559,42
94,3874.0,3874.0,1,1716994563.9855905,42
94,3874.0,3874.0,1,1716994563.9856238,42
94,3874.0,3874.0,1,1716994563.9856558,42
94,3874.0,3874.0,1,1716994563.9856956,42
95,3900.0,3858.0,0,1716994563.9857268,42
94,3874.0,3874.0,1,1716994563.985759,42
94,3874.0,3874.0,1,1716994563.9857914,42
94,3874.0,3874.0,1,1716994563.985843,42
95,3900.0,3858.0,0,1716994563.985878,42
94,3872.0,3872.0,1,1716994563.98591,42
94,3872.0,3872.0,1,1716994563.9859412,42
0,14.0,14.0,3,1716994563.9859746,42
94,3872.0,3872.0,1,1716994563.986014,42
94,3874.0,3874.0,1,1716994563.9860482,42
94,3874.0,3874.0,1,1716994563.9860818,42
94,3874.0,3874.0,1,1716994563.9861174,42
95,3900.0,3858.0,0,1716994563.9861474,42
94,3874.0,3874.0,1,1716994563.9861786,42
0,15.0,15.0,3,1716994563.98621,42
94,3874.0,3874.0,1,1716994563.9862444,42
95,3900.0,3858.0,0,1716994563.986276,42
94,3874.0,3874.0,1,1716994563.9863112,42
94,3874.0,3874.0,1,1716994563.9863448,42
94,3874.0,3874.0,1,1716994563.9863784,42
94,3874.0,3874.0,1,1716994563.9864104,42
0,15.0,15.0,3,1716994563.9864519,42
94,3874.0,3874.0,1,1716994563.9864874,42
94,3874.0,3874.0,1,1716994563.9865215,42
94,3874.0,3874.0,1,1716994563.9865596,42
94,3874.0,3874.0,1,1716994563.9865935,42
0,15.0,15.0,3,1716994563.986628,42
94,3874.0,3874.0,1,1716994563.9866626,42
94,3874.0,3874.0,1,1716994563.9867144,42
94,3874.0,3874.0,1,1716994563.98675,42
95,3900.0,3860.0,0,1716994563.986787,42
94,3874.0,3874.0,1,1716994563.9868402,42
95,3900.0,3860.0,0,1716994563.986874,42
0,14.0,14.0,3,1716994563.98691,42
94,3874.0,3874.0,1,1716994563.9869576,42
94,3874.0,3874.0,1,1716994563.9869926,42
95,3900.0,3860.0,0,1716994563.9870267,42
94,3874.0,3874.0,1,1716994563.9870636,42
94,3874.0,3874.0,1,1716994563.9871025,42
0,14.0,14.0,3,1716994563.9871376,42
94,3874.0,3874.0,1,1716994563.987174,42
94,3874.0,3874.0,1,1716994563.9872153,42
94,3874.0,3874.0,1,1716994563.9872534,42
94,3874.0,3874.0,1,1716994563.9872887,42
95,3900.0,3858.0,0,1716994563.9873223,42
94,3874.0,3874.0,1,1716994563.9873614,42
0,15.0,15.0,3,1716994563.987396,42
94,3874.0,3874.0,1,1716994563.987434,42
95,3900.0,3860.0,0,1716994563.9874754,42
94,3874.0,3874.0,1,1716994563.9875126,42
95,3900.0,3860.0,0,1716994563.9875484,42
94,3874.0,3874.0,1,1716994563.9875903,42
94,3874.0,3874.0,1,1716994563.9876246,42
94,3874.0,3874.0,1,1716994563.9876575,42
0,14.0,14.0,3,1716994563.9876926,42
94,3874.0,3874.0,1,1716994563.9877272,42
94,3874.0,3874.0,1,1716994563.9877622,42
94,3872.0,3872.0,1,1716994563.9877975,42
95,3900.0,3858.0,0,1716994563.9878333,42
94,3872.0,3872.0,1,1716994563.9878683,42
94,3872.0,3872.0,1,1716994563.9879043,42
0,14.0,14.0,3,1716994563.9879458,42
94,3872.0,3872.0,1,1716994563.987977,42
94,3874.0,3874.0,1,1716994563.9880605,42
95,3900.0,3858.0,0,1716994563.9880939,42
94,3874.0,3874.0,1,1716994563.9881253,42
94,3874.0,3874.0,1,1716994563.9881577,42
0,13.0,13.0,3,1716994563.9881904,42
95,3900.0,3860.0,0,1716994563.9882233,42
94,3872.0,3872.0,1,1716994563.9882555,42
94,3872.0,3872.0,1,1716994563.98829,42
94,3872.0,3872.0,1,1716994563.9883227,42
95,3900.0,3860.0,0,1716994563.9883528,42
94,3872.0,3872.0,1,1716994563.988383,42
0,13.0,13.0,3,1716994563.988427,42
94,3872.0,3872.0,1,1716994563.9884627,42
94,3872.0,3872.0,1,1716994563.9884925,42
94,3872.0,3872.0,1,1716994563.9885235,42
95,3900.0,3858.0,0,1716994563.988554,42
94,3872.0,3872.0,1,1716994563.988583,42
94,3872.0,3872.0,1,1716994563.988612,42
0,14.0,14.0,3,1716994563.9886405,42
94,3872.0,3872.0,1,1716994563.988669,42
95,3900.0,3858.0,0,1716994563.9886992,42
94,3872.0,3872.0,1,1716994563.988735,42
94,3872.0,3872.0,1,1716994563.988766,42
95,3900.0,3858.0,0,1716994563.9887958,42
94,3872.0,3872.0,1,1716994563.9888427,42
94,3872.0,3872.0,1,1716994563.9888732,42
0,14.0,14.0,3,1716994563.988904,42
94,3872.0,3872.0,1,1716994563.9889374,42
95,3900.0,3858.0,0,1716994563.9889684,42
94,3872.0,3872.0,1,1716994563.9890015,42
94,3872.0,3872.0,1,1716994563.989033,42
94,3874.0,3874.0,1,1716994563.9890642,42
95,3900.0,3860.0,0,1716994563.9890969,42
0,14.0,14.0,3,1716994563.989129,42
94,3874.0,3874.0,1,1716994563.989161,42
94,3874.0,3874.0,1,1716994563.989195,42
95,3900.0,3860.0,0,1716994563.989228,42
94,3874.0,3874.0,1,1716994563.9892623,42
94,3874.0,3874.0,1,1716994563.9893076,42
0,14.0,14.0,3,1716994563.98934,42
94,3872.0,3872.0,1,1716994563.9893742,42
95,3900.0,3860.0,0,1716994563.9894078,42
94,3872.0,3872.0,1,1716994563.9894414,42
94,3872.0,3872.0,1,1716994563.9894753,42
94,3874.0,3874.0,1,1716994563.9895089,42
0,14.0,14.0,3,1716994563.9895422,42
94,3874.0,3874.0,1,1716994563.9895823,42
94,3874.0,3874.0,1,1716994563.989616,42
94,3874.0,3874.0,1,1716994563.9896498,42
94,3872.0,3872.0,1,1716994563.9896848,42
95,3900.0,3858.0,0,1716994563.9897184,42
94,3872.0,3872.0,1,1716994563.9897573,42
0,14.0,14.0,3,1716994563.9897912,42
94,3872.0,3872.0,1,1716994563.9898257,42
95,3900.0,3858.0,0,1716994563.98986,42
94,3872.0,3872.0,1,1716994563.9898949,42
